movieId,title,genres,combined_features
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,2001: A Space Odyssey (1968) Drama|Mystery|Sci-Fi|Thriller
925,Golden Earrings (1947),Adventure|Romance,Golden Earrings (1947) Adventure|Romance
926,All About Eve (1950),Drama,All About Eve (1950) Drama
927,"Women, The (1939)",Comedy,"Women, The (1939) Comedy"
928,Rebecca (1940),Romance|Thriller,Rebecca (1940) Romance|Thriller
929,Foreign Correspondent (1940),Thriller,Foreign Correspondent (1940) Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller,Notorious (1946) Film-Noir|Romance|Thriller
931,Spellbound (1945),Mystery|Romance|Thriller,Spellbound (1945) Mystery|Romance|Thriller
932,"Affair to Remember, An (1957)",Romance,"Affair to Remember, An (1957) Romance"
933,To Catch a Thief (1955),Comedy|Romance|Thriller,To Catch a Thief (1955) Comedy|Romance|Thriller
934,Father of the Bride (1950),Comedy,Father of the Bride (1950) Comedy
935,"Band Wagon, The (1953)",Comedy|Musical,"Band Wagon, The (1953) Comedy|Musical"
936,Ninotchka (1939),Comedy|Romance,Ninotchka (1939) Comedy|Romance
937,Love in the Afternoon (1957),Comedy|Romance,Love in the Afternoon (1957) Comedy|Romance
938,Gigi (1958),Musical,Gigi (1958) Musical
939,"Reluctant Debutante, The (1958)",Comedy|Drama,"Reluctant Debutante, The (1958) Comedy|Drama"
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,"Adventures of Robin Hood, The (1938) Action|Adventure"
941,"Mark of Zorro, The (1940)",Adventure,"Mark of Zorro, The (1940) Adventure"
942,Laura (1944),Crime|Film-Noir|Mystery,Laura (1944) Crime|Film-Noir|Mystery
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,"Ghost and Mrs. Muir, The (1947) Drama|Romance"
944,Lost Horizon (1937),Drama,Lost Horizon (1937) Drama
945,Top Hat (1935),Comedy|Musical|Romance,Top Hat (1935) Comedy|Musical|Romance
946,To Be or Not to Be (1942),Comedy|Drama|War,To Be or Not to Be (1942) Comedy|Drama|War
947,My Man Godfrey (1936),Comedy,My Man Godfrey (1936) Comedy
948,Giant (1956),Drama,Giant (1956) Drama
949,East of Eden (1955),Drama,East of Eden (1955) Drama
950,"Thin Man, The (1934)",Mystery,"Thin Man, The (1934) Mystery"
951,His Girl Friday (1940),Comedy,His Girl Friday (1940) Comedy
952,Around the World in 80 Days (1956),Adventure|Comedy,Around the World in 80 Days (1956) Adventure|Comedy
953,It's a Wonderful Life (1946),Drama,It's a Wonderful Life (1946) Drama
954,Mr. Smith Goes to Washington (1939),Drama,Mr. Smith Goes to Washington (1939) Drama
955,Bringing Up Baby (1938),Comedy,Bringing Up Baby (1938) Comedy
956,Penny Serenade (1941),Drama|Romance,Penny Serenade (1941) Drama|Romance
957,"Scarlet Letter, The (1926)",Drama,"Scarlet Letter, The (1926) Drama"
958,Lady of Burlesque (1943),Comedy|Mystery,Lady of Burlesque (1943) Comedy|Mystery
959,Of Human Bondage (1934),Drama,Of Human Bondage (1934) Drama
960,Angel on My Shoulder (1946),Crime|Drama,Angel on My Shoulder (1946) Crime|Drama
961,Little Lord Fauntleroy (1936),Drama,Little Lord Fauntleroy (1936) Drama
962,They Made Me a Criminal (1939),Crime|Drama,They Made Me a Criminal (1939) Crime|Drama
963,"Inspector General, The (1949)",Musical,"Inspector General, The (1949) Musical"
964,Angel and the Badman (1947),Western,Angel and the Badman (1947) Western
965,"39 Steps, The (1935)",Thriller,"39 Steps, The (1935) Thriller"
966,"Walk in the Sun, A (1945)",Drama,"Walk in the Sun, A (1945) Drama"
967,"Outlaw, The (1943)",Western,"Outlaw, The (1943) Western"
968,Night of the Living Dead (1968),Horror|Sci-Fi,Night of the Living Dead (1968) Horror|Sci-Fi
969,"African Queen, The (1951)",Action|Adventure|Romance|War,"African Queen, The (1951) Action|Adventure|Romance|War"
970,Beat the Devil (1954),Comedy|Drama,Beat the Devil (1954) Comedy|Drama
971,Cat on a Hot Tin Roof (1958),Drama,Cat on a Hot Tin Roof (1958) Drama
972,"Last Time I Saw Paris, The (1954)",Drama,"Last Time I Saw Paris, The (1954) Drama"
973,Meet John Doe (1941),Drama,Meet John Doe (1941) Drama
974,Algiers (1938),Drama|Romance,Algiers (1938) Drama|Romance
975,Something to Sing About (1937),Comedy|Musical,Something to Sing About (1937) Comedy|Musical
976,"Farewell to Arms, A (1932)",Romance|War,"Farewell to Arms, A (1932) Romance|War"
977,Moonlight Murder (1936),Mystery,Moonlight Murder (1936) Mystery
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,"Blue Angel, The (Blaue Engel, Der) (1930) Drama"
979,Nothing Personal (1995),Drama|War,Nothing Personal (1995) Drama|War
980,In the Line of Duty 2 (1987),Action,In the Line of Duty 2 (1987) Action
981,Dangerous Ground (1997),Drama,Dangerous Ground (1997) Drama
982,Picnic (1955),Drama,Picnic (1955) Drama
983,Madagascar Skin (1995),Romance,Madagascar Skin (1995) Romance
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Pompatus of Love, The (1996) Comedy|Drama"
985,Small Wonders (1996),Documentary,Small Wonders (1996) Documentary
986,Fly Away Home (1996),Adventure|Children's,Fly Away Home (1996) Adventure|Children's
987,Bliss (1997),Drama|Romance,Bliss (1997) Drama|Romance
988,Grace of My Heart (1996),Comedy|Drama,Grace of My Heart (1996) Comedy|Drama
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,Schlafes Bruder (Brother of Sleep) (1995) Drama
990,Maximum Risk (1996),Action|Adventure|Thriller,Maximum Risk (1996) Action|Adventure|Thriller
991,Michael Collins (1996),Drama|War,Michael Collins (1996) Drama|War
992,"Rich Man's Wife, The (1996)",Thriller,"Rich Man's Wife, The (1996) Thriller"
993,Infinity (1996),Drama,Infinity (1996) Drama
994,Big Night (1996),Drama,Big Night (1996) Drama
996,Last Man Standing (1996),Action|Drama|Western,Last Man Standing (1996) Action|Drama|Western
997,Caught (1996),Drama|Thriller,Caught (1996) Drama|Thriller
998,Set It Off (1996),Action|Crime,Set It Off (1996) Action|Crime
999,2 Days in the Valley (1996),Crime,2 Days in the Valley (1996) Crime
1000,Curdled (1996),Crime,Curdled (1996) Crime
1001,"Associate, The (L'Associe)(1982)",Comedy,"Associate, The (L'Associe)(1982) Comedy"
1002,Ed's Next Move (1996),Comedy,Ed's Next Move (1996) Comedy
1003,Extreme Measures (1996),Drama|Thriller,Extreme Measures (1996) Drama|Thriller
1004,"Glimmer Man, The (1996)",Action|Thriller,"Glimmer Man, The (1996) Action|Thriller"
1005,D3: The Mighty Ducks (1996),Children's|Comedy,D3: The Mighty Ducks (1996) Children's|Comedy
1006,"Chamber, The (1996)",Drama,"Chamber, The (1996) Drama"
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,"Apple Dumpling Gang, The (1975) Children's|Comedy|Western"
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,"Davy Crockett, King of the Wild Frontier (1955) Western"
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,Escape to Witch Mountain (1975) Adventure|Children's|Fantasy
1010,"Love Bug, The (1969)",Children's|Comedy,"Love Bug, The (1969) Children's|Comedy"
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,Herbie Rides Again (1974) Adventure|Children's|Comedy
1012,Old Yeller (1957),Children's|Drama,Old Yeller (1957) Children's|Drama
1013,"Parent Trap, The (1961)",Children's|Drama,"Parent Trap, The (1961) Children's|Drama"
1014,Pollyanna (1960),Children's|Comedy|Drama,Pollyanna (1960) Children's|Comedy|Drama
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,Homeward Bound: The Incredible Journey (1993) Adventure|Children's
1016,"Shaggy Dog, The (1959)",Children's|Comedy,"Shaggy Dog, The (1959) Children's|Comedy"
1017,Swiss Family Robinson (1960),Adventure|Children's,Swiss Family Robinson (1960) Adventure|Children's
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,That Darn Cat! (1965) Children's|Comedy|Mystery
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,"20,000 Leagues Under the Sea (1954) Adventure|Children's|Fantasy|Sci-Fi"
1020,Cool Runnings (1993),Comedy,Cool Runnings (1993) Comedy
1021,Angels in the Outfield (1994),Children's|Comedy,Angels in the Outfield (1994) Children's|Comedy
1022,Cinderella (1950),Animation|Children's|Musical,Cinderella (1950) Animation|Children's|Musical
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Winnie the Pooh and the Blustery Day (1968) Animation|Children's
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,"Three Caballeros, The (1945) Animation|Children's|Musical"
1025,"Sword in the Stone, The (1963)",Animation|Children's,"Sword in the Stone, The (1963) Animation|Children's"
1026,So Dear to My Heart (1949),Children's|Drama,So Dear to My Heart (1949) Children's|Drama
1027,Robin Hood: Prince of Thieves (1991),Drama,Robin Hood: Prince of Thieves (1991) Drama
1028,Mary Poppins (1964),Children's|Comedy|Musical,Mary Poppins (1964) Children's|Comedy|Musical
1029,Dumbo (1941),Animation|Children's|Musical,Dumbo (1941) Animation|Children's|Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,Pete's Dragon (1977) Adventure|Animation|Children's|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Bedknobs and Broomsticks (1971) Adventure|Children's|Musical
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Alice in Wonderland (1951) Animation|Children's|Musical
1033,"Fox and the Hound, The (1981)",Animation|Children's,"Fox and the Hound, The (1981) Animation|Children's"
1034,Freeway (1996),Crime,Freeway (1996) Crime
1035,"Sound of Music, The (1965)",Musical,"Sound of Music, The (1965) Musical"
1036,Die Hard (1988),Action|Thriller,Die Hard (1988) Action|Thriller
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,"Lawnmower Man, The (1992) Action|Sci-Fi|Thriller"
1038,Unhook the Stars (1996),Drama,Unhook the Stars (1996) Drama
1039,Synthetic Pleasures (1995),Documentary,Synthetic Pleasures (1995) Documentary
1040,"Secret Agent, The (1996)",Drama,"Secret Agent, The (1996) Drama"
1041,Secrets & Lies (1996),Drama,Secrets & Lies (1996) Drama
1042,That Thing You Do! (1996),Comedy,That Thing You Do! (1996) Comedy
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,To Gillian on Her 37th Birthday (1996) Drama|Romance
1044,Surviving Picasso (1996),Drama,Surviving Picasso (1996) Drama
1045,Love Is All There Is (1996),Comedy|Drama,Love Is All There Is (1996) Comedy|Drama
1046,Beautiful Thing (1996),Drama|Romance,Beautiful Thing (1996) Drama|Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,"Long Kiss Goodnight, The (1996) Action|Thriller"
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Ghost and the Darkness, The (1996) Action|Adventure"
1050,Looking for Richard (1996),Documentary|Drama,Looking for Richard (1996) Documentary|Drama
1051,Trees Lounge (1996),Drama,Trees Lounge (1996) Drama
1052,"Proprietor, The (1996)",Drama,"Proprietor, The (1996) Drama"
1053,Normal Life (1996),Crime|Drama,Normal Life (1996) Crime|Drama
1054,Get on the Bus (1996),Drama,Get on the Bus (1996) Drama
1055,Shadow Conspiracy (1997),Thriller,Shadow Conspiracy (1997) Thriller
1056,Jude (1996),Drama,Jude (1996) Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Everyone Says I Love You (1996) Comedy|Musical|Romance
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,Bitter Sugar (Azucar Amargo) (1996) Drama
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,William Shakespeare's Romeo and Juliet (1996) Drama|Romance
1060,Swingers (1996),Comedy|Drama,Swingers (1996) Comedy|Drama
1061,Sleepers (1996),Crime|Drama,Sleepers (1996) Crime|Drama
1062,"Sunchaser, The (1996)",Drama,"Sunchaser, The (1996) Drama"
1063,Johns (1996),Drama,Johns (1996) Drama
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,Aladdin and the King of Thieves (1996) Animation|Children's|Comedy
1065,"Woman in Question, The (1950)",Mystery,"Woman in Question, The (1950) Mystery"
1066,Shall We Dance? (1937),Comedy|Musical|Romance,Shall We Dance? (1937) Comedy|Musical|Romance
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,"Damsel in Distress, A (1937) Comedy|Musical|Romance"
1068,Crossfire (1947),Crime|Film-Noir,Crossfire (1947) Crime|Film-Noir
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,"Murder, My Sweet (1944) Film-Noir|Thriller"
1070,Macao (1952),Adventure,Macao (1952) Adventure
1071,For the Moment (1994),Romance|War,For the Moment (1994) Romance|War
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,Willy Wonka and the Chocolate Factory (1971) Adventure|Children's|Comedy|Fantasy
1075,"Sexual Life of the Belgians, The (1994)",Comedy,"Sexual Life of the Belgians, The (1994) Comedy"
1076,"Innocents, The (1961)",Thriller,"Innocents, The (1961) Thriller"
1077,Sleeper (1973),Comedy|Sci-Fi,Sleeper (1973) Comedy|Sci-Fi
1078,Bananas (1971),Comedy|War,Bananas (1971) Comedy|War
1079,"Fish Called Wanda, A (1988)",Comedy,"Fish Called Wanda, A (1988) Comedy"
1080,Monty Python's Life of Brian (1979),Comedy,Monty Python's Life of Brian (1979) Comedy
1081,Victor/Victoria (1982),Comedy|Musical,Victor/Victoria (1982) Comedy|Musical
1082,"Candidate, The (1972)",Drama,"Candidate, The (1972) Drama"
1083,"Great Race, The (1965)",Comedy|Musical,"Great Race, The (1965) Comedy|Musical"
1084,Bonnie and Clyde (1967),Crime|Drama,Bonnie and Clyde (1967) Crime|Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,"Old Man and the Sea, The (1958) Adventure|Drama"
1086,Dial M for Murder (1954),Mystery|Thriller,Dial M for Murder (1954) Mystery|Thriller
1087,Madame Butterfly (1995),Musical,Madame Butterfly (1995) Musical
1088,Dirty Dancing (1987),Musical|Romance,Dirty Dancing (1987) Musical|Romance
1089,Reservoir Dogs (1992),Crime|Thriller,Reservoir Dogs (1992) Crime|Thriller
1090,Platoon (1986),Drama|War,Platoon (1986) Drama|War
1091,Weekend at Bernie's (1989),Comedy,Weekend at Bernie's (1989) Comedy
1092,Basic Instinct (1992),Mystery|Thriller,Basic Instinct (1992) Mystery|Thriller
1093,"Doors, The (1991)",Drama|Musical,"Doors, The (1991) Drama|Musical"
1094,"Crying Game, The (1992)",Drama|Romance|War,"Crying Game, The (1992) Drama|Romance|War"
1095,Glengarry Glen Ross (1992),Drama,Glengarry Glen Ross (1992) Drama
1096,Sophie's Choice (1982),Drama,Sophie's Choice (1982) Drama
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,E.T. the Extra-Terrestrial (1982) Children's|Drama|Fantasy|Sci-Fi
1098,"Search for One-eye Jimmy, The (1996)",Comedy,"Search for One-eye Jimmy, The (1996) Comedy"
1099,"Christmas Carol, A (1938)",Drama,"Christmas Carol, A (1938) Drama"
1100,Days of Thunder (1990),Action|Romance,Days of Thunder (1990) Action|Romance
1101,Top Gun (1986),Action|Romance,Top Gun (1986) Action|Romance
1102,American Strays (1996),Action,American Strays (1996) Action
1103,Rebel Without a Cause (1955),Drama,Rebel Without a Cause (1955) Drama
1104,"Streetcar Named Desire, A (1951)",Drama,"Streetcar Named Desire, A (1951) Drama"
1105,Children of the Corn IV: The Gathering (1996),Horror,Children of the Corn IV: The Gathering (1996) Horror
1106,"Leopard Son, The (1996)",Documentary,"Leopard Son, The (1996) Documentary"
1107,Loser (1991),Comedy,Loser (1991) Comedy
1108,Prerokbe Ognja (1995),Documentary,Prerokbe Ognja (1995) Documentary
1109,Charm's Incidents (1996),Drama,Charm's Incidents (1996) Drama
1110,Bird of Prey (1996),Action,Bird of Prey (1996) Action
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996) Documentary
1112,Palookaville (1996),Action|Drama,Palookaville (1996) Action|Drama
1113,"Associate, The (1996)",Comedy,"Associate, The (1996) Comedy"
1114,"Funeral, The (1996)",Drama,"Funeral, The (1996) Drama"
1115,Sleepover (1995),Comedy|Drama,Sleepover (1995) Comedy|Drama
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,"Single Girl, A (La Fille Seule) (1995) Drama"
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,"Eighth Day, The (Le Huitième jour ) (1996) Drama"
1118,Tashunga (1995),Adventure|Western,Tashunga (1995) Adventure|Western
1119,Drunks (1997),Drama,Drunks (1997) Drama
1120,"People vs. Larry Flynt, The (1996)",Drama,"People vs. Larry Flynt, The (1996) Drama"
1121,Glory Daze (1996),Drama,Glory Daze (1996) Drama
1122,Plutonium Circus (1995),Documentary,Plutonium Circus (1995) Documentary
1123,"Perfect Candidate, A (1996)",Documentary,"Perfect Candidate, A (1996) Documentary"
1124,On Golden Pond (1981),Drama,On Golden Pond (1981) Drama
1125,"Return of the Pink Panther, The (1974)",Comedy,"Return of the Pink Panther, The (1974) Comedy"
1126,Drop Dead Fred (1991),Comedy|Fantasy,Drop Dead Fred (1991) Comedy|Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,"Abyss, The (1989) Action|Adventure|Sci-Fi|Thriller"
1128,"Fog, The (1980)",Horror,"Fog, The (1980) Horror"
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Escape from New York (1981) Action|Adventure|Sci-Fi|Thriller
1130,"Howling, The (1980)",Horror,"Howling, The (1980) Horror"
1131,Jean de Florette (1986),Drama,Jean de Florette (1986) Drama
1132,Manon of the Spring (Manon des sources) (1986),Drama,Manon of the Spring (Manon des sources) (1986) Drama
1133,Talking About Sex (1994),Comedy|Drama,Talking About Sex (1994) Comedy|Drama
1134,Johnny 100 Pesos (1993),Action|Drama,Johnny 100 Pesos (1993) Action|Drama
1135,Private Benjamin (1980),Comedy,Private Benjamin (1980) Comedy
1136,Monty Python and the Holy Grail (1974),Comedy,Monty Python and the Holy Grail (1974) Comedy
1137,Hustler White (1996),Romance,Hustler White (1996) Romance
1138,Dadetown (1995),Documentary,Dadetown (1995) Documentary
1139,Everything Relative (1996),Drama,Everything Relative (1996) Drama
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Entertaining Angels: The Dorothy Day Story (1996) Drama
1141,Hoogste tijd (1995),Drama,Hoogste tijd (1995) Drama
1142,Get Over It (1996),Drama,Get Over It (1996) Drama
1143,Three Lives and Only One Death (1996),Comedy,Three Lives and Only One Death (1996) Comedy
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,"Line King: Al Hirschfeld, The (1996) Documentary"
1145,Snowriders (1996),Documentary,Snowriders (1996) Documentary
1146,Curtis's Charm (1995),Comedy|Drama,Curtis's Charm (1995) Comedy|Drama
1147,When We Were Kings (1996),Documentary,When We Were Kings (1996) Documentary
1148,"Wrong Trousers, The (1993)",Animation|Comedy,"Wrong Trousers, The (1993) Animation|Comedy"
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,JLG/JLG - autoportrait de décembre (1994) Documentary|Drama
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982) Drama"
1151,Faust (1994),Animation|Comedy|Thriller,Faust (1994) Animation|Comedy|Thriller
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,He Walked by Night (1948) Crime|Film-Noir|Thriller
1153,Raw Deal (1948),Film-Noir,Raw Deal (1948) Film-Noir
1154,T-Men (1947),Film-Noir,T-Men (1947) Film-Noir
1155,"Invitation, The (Zaproszenie) (1986)",Drama,"Invitation, The (Zaproszenie) (1986) Drama"
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,"Children Are Watching us, The (Bambini ci guardano, I) (1942) Drama"
1157,"Symphonie pastorale, La (1946)",Drama,"Symphonie pastorale, La (1946) Drama"
